order_id        , status   , date_created                 , date_closed                  , total_amount, currency_id, buyer_id  , buyer_nickname                , buyer_email, shipping_id, shipping_status, shipping_mode, payment_total, payment_methods                            , tags                                                                         , item_id      , item_title                                                                         , item_category, quantity, unit_price, full_unit_price, sku
2000013642233040, paid     , 2025-11-02T19:23:04.000-04:00, 2025-11-02T19:23:06.000-04:00,       138.91, BRL        ,  676625501, ANTONIOVANEID                 ,            , 45790237714,                ,              ,        138.91, credit_card                                , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     138.91,          154.35, 
2000013642210742, paid     , 2025-11-02T19:20:02.000-04:00, 2025-11-02T19:20:06.000-04:00,       318.46, BRL        ,  200907013, NATALIAABRUZZI                ,            , 45790222128,                ,              ,        318.46, account_money                              , "pack_order, order_has_discount, catalog, paid, not_delivered"               , MLB4152354993, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                              , MLB269588    ,        1,     318.46,          353.85, 
2000013640451384, paid     , 2025-11-02T16:46:17.000-04:00, 2025-11-02T16:46:19.000-04:00,       534.6 , BRL        ,  316595653, DENISEERAMOS11                ,            , 45789480658,                ,              ,        534.6 , account_money                              , "pack_order, order_has_discount, paid, not_delivered"                        , MLB5428350132, Ducha New Pure Shower                                                              , MLB269858    ,        2,     267.3 ,          297.0 , 
2000013638762930, paid     , 2025-11-02T14:07:33.000-04:00, 2025-11-02T14:07:36.000-04:00,       138.91, BRL        ,  500853201, FELIXRAFAELA20220915100507    ,            , 45788503697,                ,              ,        138.91, account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     138.91,          154.35, 
2000013638766210, paid     , 2025-11-02T14:07:33.000-04:00, 2025-11-02T14:07:36.000-04:00,        52.11, BRL        ,  500853201, FELIXRAFAELA20220915100507    ,            , 45788503697,                ,              ,         52.11, account_money                              , "pack_order, order_has_discount, paid, delivered"                            , MLB5483922756, Resistência Para Ducha Chuveiro Pure Shower Eletronic                              , MLB269874    ,        1,      52.11,           57.9 , 
2000013638181510, paid     , 2025-11-02T13:12:18.000-04:00, 2025-11-02T13:13:04.000-04:00,       177.3 , BRL        ,  188728368, HIGORLIMAHAIR                 ,            , 45788256443,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, paid, not_delivered"               , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013638194198, paid     , 2025-11-02T13:12:17.000-04:00, 2025-11-02T13:13:01.000-04:00,       177.3 , BRL        ,  188728368, HIGORLIMAHAIR                 ,            , 45788256321,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, paid, not_delivered"               , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013638194206, paid     , 2025-11-02T13:12:17.000-04:00, 2025-11-02T13:12:20.000-04:00,       354.6 , BRL        ,  188728368, HIGORLIMAHAIR                 ,            , 45788256421,                ,              ,        354.6 , account_money                              , "pack_order, order_has_discount, catalog, paid, not_delivered"               , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        2,     177.3 ,          197.0 , 
2000013638162150, paid     , 2025-11-02T13:09:26.000-04:00, 2025-11-02T13:09:30.000-04:00,       705.91, BRL        ,   42418189, LAUANDA HAMANO                ,            , 45788244007,                ,              ,        705.91, account_money                              , "pack_order, order_has_discount, catalog, paid, not_delivered"               , MLB5551879968, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , MLB269874    ,        1,     705.91,          784.35, 
2000013636731954, paid     , 2025-11-02T10:50:30.000-04:00, 2025-11-02T10:51:03.000-04:00,       138.91, BRL        ,  615171000, DESAPEGAFINO                  ,            , 45787897056,                ,              ,        138.91, bank_transfer                              , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     138.91,          154.35, 
2000013636647756, cancelled, 2025-11-02T10:40:30.000-04:00, 2025-11-02T10:42:07.000-04:00,       177.3 , BRL        ,  182001603, JAKELINEPAIVAMADEIRA          ,            , 45787852704,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, not_delivered, not_paid"           , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013636647734, cancelled, 2025-11-02T10:40:29.000-04:00, 2025-11-02T10:41:18.000-04:00,       354.6 , BRL        ,  182001603, JAKELINEPAIVAMADEIRA          ,            , 45787594067,                ,              ,        354.6 , account_money                              , "pack_order, order_has_discount, catalog, not_delivered, not_paid"           , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        2,     177.3 ,          197.0 , 
2000013636647768, cancelled, 2025-11-02T10:40:31.000-04:00, 2025-11-02T10:41:14.000-04:00,       177.3 , BRL        ,  182001603, JAKELINEPAIVAMADEIRA          ,            , 45787852732,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, not_delivered, not_paid"           , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013636650894, cancelled, 2025-11-02T10:40:29.000-04:00, 2025-11-02T10:41:09.000-04:00,       177.3 , BRL        ,  182001603, JAKELINEPAIVAMADEIRA          ,            , 45787852836,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, not_delivered, not_paid"           , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013636647760, cancelled, 2025-11-02T10:40:30.000-04:00, 2025-11-02T10:40:33.000-04:00,       177.3 , BRL        ,  182001603, JAKELINEPAIVAMADEIRA          ,            , 45787852870,                ,              ,        177.3 , account_money                              , "pack_order, order_has_discount, catalog, not_delivered, not_paid"           , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013635284014, paid     , 2025-11-02T07:19:28.000-04:00, 2025-11-02T07:19:30.000-04:00,       318.46, BRL        ,   36980389, EDUARDOAGNUS                  ,            , 45786982335,                ,              ,        318.46, credit_card                                , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5505620560, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower Cor Prateado                 , MLB269858    ,        1,     318.46,          353.85, 
2000013633741634, paid     , 2025-11-01T21:49:41.000-04:00, 2025-11-01T21:49:43.000-04:00,       534.6 , BRL        ,  272321842, OMENAEDNEIA                   ,            , 45786595032,                ,              ,        534.6 , account_money                              , "pack_order, order_has_discount, paid, delivered"                            , MLB5428350132, Ducha New Pure Shower                                                              , MLB269858    ,        2,     267.3 ,          297.0 , 
2000013633185278, paid     , 2025-11-01T20:43:35.000-04:00, 2025-11-01T20:43:37.000-04:00,        52.11, BRL        , 1942626417, SJ20240813103531              ,            , 45786108593,                ,              ,         52.11, account_money                              , "order_has_discount, paid, not_delivered"                                    , MLB5483922756, Resistência Para Ducha Chuveiro Pure Shower Eletronic                              , MLB269874    ,        1,      52.11,           57.9 , 
2000013632630846, paid     , 2025-11-01T19:38:12.000-04:00, 2025-11-01T19:38:15.000-04:00,       318.46, BRL        ,  200087637, ROBR9164005                   ,            , 45786109746,                ,              ,        318.46, account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB4152354993, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                              , MLB269588    ,        1,     318.46,          353.85, 
2000013632507982, paid     , 2025-11-01T19:25:51.000-04:00, 2025-11-01T19:25:53.000-04:00,       138.6 , BRL        ,  198793288, FIMA6316594                   ,            , 45785801539,                ,              ,        138.6 , account_money                              , "pack_order, order_has_discount, paid, not_delivered"                        , MLB5775661722, Kit Esferas Minerais Pure Shower Standard Branco                                   , MLB269858    ,        2,      69.3 ,           77.0 , 
2000013631504172, paid     , 2025-11-01T17:34:38.000-04:00, 2025-11-01T17:34:40.000-04:00,       104.22, BRL        ,  322287654, LEMA8357590                   ,            , 45785613132,                ,              ,        104.22, account_money                              , "pack_order, order_has_discount, paid, delivered"                            , MLB5483922756, Resistência Para Ducha Chuveiro Pure Shower Eletronic                              , MLB269874    ,        2,      52.11,           57.9 , 
2000013630658718, paid     , 2025-11-01T16:01:45.000-04:00, 2025-11-01T16:02:26.000-04:00,      1219.05, BRL        ,  164650715, BECKERERICA                   ,            , 45785230636,                ,              ,       1219.05, account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB4146565283, Ducha Chuveiro Parade Kit Premium Pure Shower C/ Ducha Aux Cor Prateado            , MLB269858    ,        1,    1219.05,         1354.5 , 
2000013630658706, paid     , 2025-11-01T16:01:45.000-04:00, 2025-11-01T16:01:47.000-04:00,       186.16, BRL        ,  164650715, BECKERERICA                   ,            , 45784971757,                ,              ,        186.16, account_money                              , "pack_order, order_has_discount, paid, not_delivered"                        , MLB5454220386, Kit Desmetalizador Home Care Metal Remov Color Improv 250ml                        , MLB32130     ,        1,     186.16,          206.85, 
2000013629103490, paid     , 2025-11-01T13:16:54.000-04:00, 2025-11-01T13:16:57.000-04:00,       318.46, BRL        ,  215766888, HELOISADEMARILLACRESENDEBRA   ,            , 45784523766,                ,              ,        318.46, credit_card                                , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5505620560, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower Cor Prateado                 , MLB269858    ,        1,     318.46,          353.85, 
2000013627587386, paid     , 2025-11-01T10:44:39.000-04:00, 2025-11-01T10:44:42.000-04:00,        91.66, BRL        ,  192675325, CRTE3910193                   ,            , 45783572397,                ,              ,         94.65, credit_card                                , "order_has_discount, catalog, paid, delivered"                               , MLB4208292445, Duchas Pure Shower Esferas Minerais Refil De Esferas Minerais Cor Dourado-escuro   , MLB269858    ,        1,      91.66,          101.85, 
2000013627511888, paid     , 2025-11-01T10:36:12.000-04:00, 2025-11-01T10:36:14.000-04:00,       138.91, BRL        ,  605537562, DANIELPIERRIN                 ,            , 45783535207,                ,              ,        138.91, digital_currency                           , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     138.91,          154.35, 
2000013624462570, paid     , 2025-10-31T22:15:07.000-04:00, 2025-10-31T22:15:45.000-04:00,       177.3 , BRL        ,   56268190, GEGUIMARAES2008               ,            , 45782084949,                ,              ,        177.3 , bank_transfer                              , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, delivered"    , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     177.3 ,          197.0 , 
2000013623881814, paid     , 2025-10-31T21:03:37.000-04:00, 2025-10-31T21:03:40.000-04:00,       186.16, BRL        ,   56467465, CAROLDEMARCHI                 ,            , 45782097562,                ,              ,        186.16, credit_card                                , "d2c, pack_order, order_has_discount, paid, one_shot, not_delivered"         , MLB5454220386, Kit Desmetalizador Home Care Metal Remov Color Improv 250ml                        , MLB32130     ,        1,     186.16,          206.85, 
2000013622801440, paid     , 2025-10-31T19:07:30.000-04:00, 2025-10-31T19:08:14.000-04:00,       141.3 , BRL        ,  138758405, DAIANAEDINGTON                ,            , 45781609608,                ,              ,        141.3 , bank_transfer                              , "d2c, pack_order, order_has_discount, catalog, paid, one_shot, not_delivered", MLB5555832180, Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard                          , MLB269588    ,        1,     141.3 ,          157.0 , 
2000013622137126, paid     , 2025-10-31T17:57:09.000-04:00, 2025-10-31T17:57:12.000-04:00,       267.3 , BRL        ,  210595683, NAJO1982453                   ,            , 45781035827,                ,              ,        267.3 , account_money                              , "pack_order, order_has_discount, paid, delivered"                            , MLB4152670351, Ducha New Pure Shower Lavatório Profissional De Salão Dourado                      , MLB269858    ,        1,     267.3 ,          297.0 , 
2000013618670110, paid     , 2025-10-31T12:31:37.000-04:00, 2025-10-31T12:31:41.000-04:00,       784.35, BRL        ,  240548547, SARAHMONTEFISIO               ,            , 45779614624,                ,              ,        784.35, credit_card                                , "d2c, pack_order, catalog, paid, one_shot, not_delivered"                    , MLB5551879968, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , MLB269874    ,        1,     784.35,          784.35, 
2000013618468630, paid     , 2025-10-31T12:15:05.000-04:00, 2025-10-31T12:15:09.000-04:00,       784.35, BRL        , 1060723217, L7AUTO PECAS                  ,            , 45779262835,                ,              ,        784.35, credit_card                                , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB5452702020, Chuveiro De Parede Ducha Pure Shower Select                                        , MLB269588    ,        1,     784.35,          784.35, 
2000013617757576, paid     , 2025-10-31T11:18:02.000-04:00, 2025-10-31T11:19:11.000-04:00,       353.85, BRL        ,  197257106, SILVIAPAGANINI13              ,            , 45779198016,                ,              ,        707.7 , "credit_card, bank_transfer, account_money", "catalog, paid, delivered"                                                   , MLB4152354993, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                              , MLB269588    ,        1,     353.85,          353.85, 
2000013617057258, paid     , 2025-10-31T10:16:11.000-04:00, 2025-10-31T10:16:59.000-04:00,       594.0 , BRL        ,  424734634, SDOCAMILA                     ,            , 45778857282,                ,              ,        594.0 , account_money                              , "pack_order, order_has_discount, paid, not_delivered"                        , MLB4152670351, Ducha New Pure Shower Lavatório Profissional De Salão Dourado                      , MLB269858    ,        2,     297.0 ,          297.0 , 
2000013616822070, paid     , 2025-10-31T09:55:00.000-04:00, 2025-10-31T09:55:37.000-04:00,       784.35, BRL        ,  191519755, FLAVIAEA                      ,            , 45778743670,                ,              ,        784.35, bank_transfer                              , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB5452702020, Chuveiro De Parede Ducha Pure Shower Select                                        , MLB269588    ,        1,     784.35,          784.35, 
2000013615466812, paid     , 2025-10-31T07:33:24.000-04:00, 2025-10-31T07:34:02.000-04:00,       154.35, BRL        ,  708857484, CAROLINAANA20211215153812     ,            , 45778075010,                ,              ,        154.35, account_money                              , "pack_order, catalog, paid, delivered"                                       , MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     154.35,          154.35, 
2000013615141092, paid     , 2025-10-31T06:36:49.000-04:00, 2025-10-31T06:36:51.000-04:00,      1996.0 , BRL        , 1393300817, TAIKENTAIKEN20230607153342    ,            , 45777650373,                ,              ,       1996.0 , account_money                              , "b2b, pack_order, paid, not_delivered"                                       , MLB4241701385, Estação Ionizante Pure Shower Pet Prateado                                         , MLB269858    ,        4,     499.0 ,          499.0 , 
2000013615000990, paid     , 2025-10-31T05:59:07.000-04:00, 2025-10-31T05:59:09.000-04:00,       197.0 , BRL        ,  323975455, EVYFRANCIELE13                ,            , 45777573191,                ,              ,        197.0 , account_money                              , "pack_order, catalog, paid, delivered"                                       , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     197.0 ,          197.0 , 
2000013613049894, paid     , 2025-10-30T21:33:16.000-04:00, 2025-10-30T21:33:18.000-04:00,       242.55, BRL        ,  203737856, SORO8270848                   ,            , 45776942686,                ,              ,        242.55, account_money                              , "pack_order, paid, delivered"                                                , MLB4104369667, Refil De Esferas Minerais Para Ducha Pure Shower Cinza                             , MLB269858    ,        3,      80.85,           80.85, 
2000013610223360, paid     , 2025-10-30T17:20:04.000-04:00, 2025-10-30T17:20:42.000-04:00,       139.0 , BRL        ,  203687411, RAFAELMEIRAMACHADO            ,            , 45775391839,                ,              ,        139.0 , account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB5481921226, Gatilho Com Filtro De Ducha Intimus Universal Pure Shower                          , MLB456040    ,        1,     139.0 ,          139.0 , 
2000013609203316, paid     , 2025-10-30T15:50:35.000-04:00, 2025-10-30T15:50:37.000-04:00,       297.0 , BRL        , 1530722282, SILVAVALDEMIRO20231030192332  ,            , 45774900669,                ,              ,        297.0 , account_money                              , "d2c, pack_order, paid, one_shot, delivered"                                 , MLB5428350132, Ducha New Pure Shower                                                              , MLB269858    ,        1,     297.0 ,          297.0 , 
2000013609161366, paid     , 2025-10-30T15:46:54.000-04:00, 2025-10-30T15:48:59.000-04:00,       784.35, BRL        ,   37620530, REISV4293                     ,            , 45775149288,                ,              ,       1568.7 , "credit_card, bank_transfer"               , "d2c, pack_order, catalog, paid, one_shot, not_delivered"                    , MLB5551879968, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , MLB269874    ,        1,     784.35,          784.35, 
2000013608313852, paid     , 2025-10-30T14:34:32.000-04:00, 2025-10-30T14:34:34.000-04:00,       314.0 , BRL        ,  184838508, CACA3536267                   ,            , 45774703702,                ,              ,        314.0 , account_money                              , "pack_order, catalog, paid, delivered"                                       , MLB5454470876, Ducha Pet Shop Pure Shower Pet Acabamento Polido Cor Prateado                      , MLB269858    ,        2,     157.0 ,          157.0 , 
2000013607565830, paid     , 2025-10-30T13:37:26.000-04:00, 2025-10-30T13:37:31.000-04:00,       154.35, BRL        ,    2170370, ANATCRUZ                      ,            , 45774095419,                ,              ,        154.35, credit_card                                , "d2c, pack_order, catalog, paid, one_shot, not_delivered"                    , MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     154.35,          154.35, 
2000013607278502, paid     , 2025-10-30T13:11:23.000-04:00, 2025-10-30T13:12:47.000-04:00,       197.0 , BRL        ,  180599514, LEANDROREMDIO                 ,            , 45773947411,                ,              ,        394.0 , credit_card                                , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     197.0 ,          197.0 , 
2000013605881198, paid     , 2025-10-30T11:18:51.000-04:00, 2025-10-30T11:19:41.000-04:00,       157.0 , BRL        ,  267617190, MARIOCASSIEL15                ,            , 45773526548,                ,              ,        157.0 , account_money                              , "pack_order, catalog, paid, delivered, bundle"                               , MLB5555832180, Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard                          , MLB269588    ,        1,     157.0 ,          157.0 , 
2000013605831016, paid     , 2025-10-30T11:17:41.000-04:00, 2025-10-30T11:17:45.000-04:00,       784.35, BRL        ,    2170370, ANATCRUZ                      ,            , 45773520182,                ,              ,        784.35, credit_card                                , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB5528362076, Chuveiro Elétrico Pure Shower 5500w Cor Branco                                     , MLB269874    ,        1,     784.35,          784.35, 
2000013605834290, paid     , 2025-10-30T11:15:24.000-04:00, 2025-10-30T11:15:28.000-04:00,       353.85, BRL        ,   75542312, DUDUROSENO                    ,            , 45773248847,                ,              ,        353.85, credit_card                                , "d2c, pack_order, paid, one_shot, delivered"                                 , MLB4092643011, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                              , MLB269858    ,        1,     353.85,          353.85, 
2000013604941210, paid     , 2025-10-30T10:04:41.000-04:00, 2025-10-30T10:05:25.000-04:00,       353.85, BRL        ,   18318417, ANDARIFUMACA                  ,            , 45773082768,                ,              ,        353.85, account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB5505620560, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower Cor Prateado                 , MLB269858    ,        1,     353.85,          353.85, 
2000013604507970, paid     , 2025-10-30T09:30:36.000-04:00, 2025-10-30T09:30:39.000-04:00,       784.35, BRL        ,   32966489, DANISALIONI                   ,            , 45772627455,                ,              ,        666.7 , credit_card                                , "order_has_discount, catalog, paid, delivered"                               , MLB5452702020, Chuveiro De Parede Ducha Pure Shower Select                                        , MLB269588    ,        1,     784.35,          784.35, 
2000013604510170, paid     , 2025-10-30T09:28:35.000-04:00, 2025-10-30T09:28:38.000-04:00,       157.0 , BRL        ,  199488477, ANACAROLINAGAZONI             ,            , 45772874700,                ,              ,        133.45, credit_card                                , "order_has_discount, catalog, paid, delivered"                               , MLB5454470876, Ducha Pet Shop Pure Shower Pet Acabamento Polido Cor Prateado                      , MLB269858    ,        1,     157.0 ,          157.0 , 
2000013603553962, paid     , 2025-10-30T08:04:11.000-04:00, 2025-10-30T08:04:15.000-04:00,       784.35, BRL        ,  212666408, CRIZ7278814                   ,            , 45772169693,                ,              ,        784.35, credit_card                                , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB5551879968, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , MLB269874    ,        1,     784.35,          784.35, 
2000013599518308, paid     , 2025-10-29T19:55:44.000-04:00, 2025-10-29T19:55:46.000-04:00,       353.85, BRL        ,  718613402, BARCELLOSROSAMARIA202209131550,            , 45770527346,                ,              ,        353.85, account_money                              , "pack_order, catalog, paid, delivered, bundle"                               , MLB4152354993, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                              , MLB269588    ,        1,     353.85,          353.85, 
2000013599283486, paid     , 2025-10-29T19:37:05.000-04:00, 2025-10-29T19:37:11.000-04:00,       784.35, BRL        ,  494348319, SIHE5849454                   ,            , 45770165657,                ,              ,        784.35, account_money                              , "pack_order, catalog, paid, delivered"                                       , MLB5490625674, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Cor Branco Potência 7.5 Kw     , MLB269874    ,        1,     784.35,          784.35, 
2000013598877688, paid     , 2025-10-29T19:04:19.000-04:00, 2025-10-29T19:04:22.000-04:00,       154.35, BRL        ,  154481328, BNOEMPREENDIMENTOS            ,            , 45770237260,                ,              ,        154.35, account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB5506605632, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , MLB269858    ,        1,     154.35,          154.35, 
2000013598886268, paid     , 2025-10-29T19:04:19.000-04:00, 2025-10-29T19:04:21.000-04:00,       197.0 , BRL        ,  154481328, BNOEMPREENDIMENTOS            ,            , 45770237260,                ,              ,        197.0 , account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB4103214871, Ducha Pure Shower Standard Acabamento Polido Cor Cromado                           , MLB269858    ,        1,     197.0 ,          197.0 , 
2000013597896264, paid     , 2025-10-29T17:40:34.000-04:00, 2025-10-29T17:41:10.000-04:00,       784.35, BRL        , 1152107750, MITTELMANNHELENA20220630114340,            , 45769785962,                ,              ,        784.35, bank_transfer                              , "d2c, pack_order, catalog, paid, one_shot, delivered"                        , MLB5551879968, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , MLB269874    ,        1,     784.35,          784.35, 
2000013596271928, paid     , 2025-10-29T15:24:19.000-04:00, 2025-10-29T15:24:21.000-04:00,       157.0 , BRL        ,  573130023, FLVIALIMATELES                ,            , 45768990034,                ,              ,        157.0 , account_money                              , "pack_order, order_has_discount, catalog, paid, delivered"                   , MLB5555832180, Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard                          , MLB269588    ,        1,     157.0 ,          157.0 , 
